word	word_ar	lemma	lemma_ar	pos	stem	gloss	root	root_ar	pattern	pattern_ar	freq_word	freq_lem	freq_root	freq_ptrn
AlbaHovu	البَحْثُ	baHov_1	بَحْثـ1	noun	baHov	discussion	b.H.v	ب.ح.ث	faEol	فَعْل	25060	240832	381626	14268861
Alqudosu	القُدْسُ	qudos_1	قُدْسـ1	noun_prop	qudos	Jerusalem	q.d.s	ق.د.س	fuEol	فُعْل	76973	262302	399713	1484434
faqaT	فَقَط	faqaT_1	فَقَطـ1	adv	faqaT	only	f.q.T	ف.ق.ط	faEal	فَعَل	210119	210412	210437	6231039
qiTAEi	قِطاعِ	qiTAE_1	قِطاعـ1	noun	qiTAE	sector;section	q.T.E	ق.ط.ع	fiEAl	فِعال	138269	372518	678138	4333985
mukal~afiyna	مُكَلَّفِينَ	mukal~af_1	مُكَلَّفـ1	adj	mukal~af	commissioned_with;charged_with;responsible_for	k.l.f	ك.ل.ف	mufaE~al	مُفَعَّل	533	48350	149085	2226315
>anoSAru	أَنْصارُ	>anoSAr_1	أَنْصارـ1	noun	>anoSAr	partisans;followers	n.S.r	ن.ص.ر	>afoEAl	أَفْعال	6790	74597	434873	90104
waAljabohatayoni	وَالجَبْهَتَيْنِ	jabohap_1	جَبْهَةـ1	noun	jaboh	front;front_line	j.b.h	ج.ب.ه	faEolap	فَعْلَة	68	130330	137035	2411292
Al$~aEobiy~api	الشَّعْبِيَّةِ	$aEobiy~_1	شَعْبِيّـ1	adj	$aEobiy~	popular;national;people's	$.E.b	ش.ع.ب	faEoliy~	فَعْلِيّ	68485	188984	708718	2038446
AlmutaZAhiruwna	المُتَظاهِرُونَ	mutaZAhir_1	مُتَظاهِرـ1	noun	mutaZAhir	demonstrator	Z.h.r	ظ.ه.ر	mutafAEil	مُتَفاعِل	15713	52486	622412	195419
sarAHi	سَراحِ	sarAH_1	سَراحـ1	noun	sarAH	dismissal;release	s.r.H	س.ر.ح	faEAl	فَعال	18475	37908	166761	3203401
buTuwlapu	بُطُولَةُ	buTuwlap_1	بُطُولَةـ1	noun	buTuwl	championship;starring_role;heroism	b.T.l	ب.ط.ل	fuEuwlap	فُعُولَة	51692	288554	424214	1666712
HArisu	حارِسُ	HAris_1	حارِسـ1	noun	HAris	vigilant;sentry;guard;keeper;goal-keeper	H.r.s	ح.ر.س	fAEil	فاعِل	8849	83576	141158	6244614
bilAl	بِلال	bilAl_1	بِلالـ1	noun_prop	bilAl	Bilal	b.l.l	ب.ل.ل	fiEAl	فِعال	10332	12794	22376	4333985
$anab	شَنَب	$anab_1	شَنَبـ1	noun_prop	$anab	Shanab	$.n.b	ش.ن.ب	faEal	فَعَل	1098	1099	1215	6231039
>axofaqa	أَخْفَقَ	>axofaq_1	أَخْفَقـ1	verb	>axofaq	fail;go_down	x.f.q	خ.ف.ق	>afoEal	أَفْعَل	3697	12827	25580	2460356
yuSad~iqo	يُصَدِّقْ	Sad~aq_1	صَدَّقـ1	verb	Sad~iq	believe;give_credence_to;confirm	S.d.q	ص.د.ق	faE~al	فَعَّل	3926	25768	229917	4031261
$uroTapi	شُرْطَةِ	$uroTap_1	شُرْطَةـ1	noun	$uroT	police	$.r.T	ش.ر.ط	fuEolap	فُعْلَة	25374	342615	486327	2077406
Halab	حَلَب	Halab_1	حَلَبـ1	noun_prop	Halab	Aleppo	H.l.b	ح.ل.ب	faEal	فَعَل	3963	10762	42344	6231039
AlkarAmapi	الكَرامَةِ	karAmap_1	كَرامَةـ1	noun	karAm	dignity;generosity	k.r.m	ك.ر.م	faEAlap	فَعالَة	8909	43744	229936	1521812
waHiT~iyn	وَحِطِّين	HiT~iyn_1	حِطِّينـ1	noun_prop	HiT~iyn	Hittin	H.T.T	ح.ط.ط	fiE~iyn	فِعِّين	729	7523	163974	7523
wataEAdala	وَتَعادَلَ	taEAdal_1	تَعادَلـ1	verb	taEAdal	be_balanced;be_equitable;tie	E.d.l	ع.د.ل	tafAEal	تَفاعَل	20495	75036	690684	480292
Al$~uEolapu	الشُّعْلَةُ	$uEolap_1	شُعْلَةـ1	noun	$uEol	fire;flame	$.E.l	ش.ع.ل	fuEolap	فُعْلَة	4873	8589	49211	2077406
waAl$~uroTapu	وَالشُّرْطَةُ	$uroTap_1	شُرْطَةـ1	noun	$uroT	police	$.r.T	ش.ر.ط	fuEolap	فُعْلَة	2329	342615	486327	2077406
Almarokaziy~u	المَرْكَزِيُّ	marokaziy~_1	مَرْكَزِيّـ1	adj	marokaziy~	central	r.k.z	ر.ك.ز	mafoEaliy~	مَفْعَلِيّ	14673	146044	716978	211245
jad~ada	جَدَّدَ	jad~ad_1	جَدَّدـ1	verb	jad~ad	renew;repeat	j.d.d	ج.د.د	faE~al	فَعَّل	12217	43115	1452604	4031261
yuqAsimuhu	يُقاسِمُهُ	qAsam_1	قاسَمـ1	verb	qAsim	share_with	q.s.m	ق.س.م	fAEal	فاعَل	64	801	168879	2170013
marokaza	مَرْكَزَ	marokaz_1	مَرْكَزـ1	noun	marokaz	center;station	r.k.z	ر.ك.ز	mafoEal	مَفْعَل	13241	371119	716978	1993955
wa>asoqaTahu	وَأَسْقَطَهُ	>asoqaT_1	أَسْقَطـ1	verb	>asoqaT	shoot_down;make_fall;abort	s.q.T	س.ق.ط	>afoEal	أَفْعَل	56	18795	186962	2460356
darajatayoni	دَرَجَتَيْنِ	darajap_1	دَرَجَةـ1	noun	daraj	degree;class;rank;grade;level	d.r.j	د.ر.ج	faEalap	فَعَلَة	342	126081	269702	900553
sul~ami	سُلَّمِ	sul~am_1	سُلَّمـ1	noun	sul~am	ladder;stairs	s.l.m	س.ل.م	fuE~al	فُعَّل	2991	19961	2085587	33596
Alt~arotiybi	التَّرْتِيبِ	tarotiyb_1	تَرْتِيبـ1	noun	tarotiyb	arrangement;organization;preparation	r.t.b	ر.ت.ب	tafoEiyl	تَفْعِيل	12184	106601	211833	6264512
tagal~ubihi	تَغَلُّبِهِ	tagal~ub_1	تَغَلُّبـ1	noun	tagal~ub	surmounting;overcoming	g.l.b	غ.ل.ب	tafaE~ul	تَفَعُّل	1463	22344	102413	1328652
Ald~aqiyqapi	الدَّقِيقَةِ	daqiyqap_1	دَقِيقَةـ1	noun	daqiyq	minute	d.q.q	د.ق.ق	faEiylap	فَعِيلَة	123368	225487	328048	2557723
bakoriy~	بَكْرِيّ	bakoriy~_1	بَكْرِيّـ1	noun_prop	bakoriy~	Bakri	b.k.r	ب.ك.ر	faEoliy~	فَعْلِيّ	2579	3642	103319	2038446
AlHArisu	الحارِسُ	HAris_1	حارِسـ1	noun	HAris	vigilant;sentry;guard;keeper;goal-keeper	H.r.s	ح.ر.س	fAEil	فاعِل	13751	83576	141158	6244614
faAirotaTamat	فَاِرْتَطَمَت	{irotaTam_1	ٱِرْتَطَمـ1	verb	{irotaTam	crash;impact	r.T.m	ر.ط.م	{ifotaEal	ٱِفْتَعَل	664	4211	5757	2156523
bijisomihi	بِجِسْمِهِ	jisom_1	جِسْمـ1	noun	jisom	body;form	j.s.m	ج.س.م	fiEol	فِعْل	190	27353	34167	2840982
maHomuwd	مَحْمُود	maHomuwd_1	مَحْمُودـ1	noun_prop	maHomuwd	Mahmoud	H.m.d	ح.م.د	mafoEuwl	مَفْعُول	101443	113694	788346	2279318
saEuwdiy~N	سَعُودِيٌّ	saEuwdiy~_1	سَعُودِيّـ1	adj	saEuwdiy~	Saudi	s.E.d	س.ع.د	faEuwliy~	فَعُولِيّ	6095	314582	736151	418246
muHorizAF	مُحْرِزاً	muHoriz_1	مُحْرِزـ1	adj	muHoriz	holder;possessor	H.r.z	ح.ر.ز	mufoEil	مُفْعِل	845	1999	86128	1009119
hadafK	هَدَفٍ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	20409	399977	562377	6231039
wabaEoda	وَبَعْدَ	baEod_1	بَعْدـ1	noun	baEod	after	b.E.d	ب.ع.د	faEol	فَعْل	135264	1675363	2004428	14268861
limuHam~adK	لِمُحَمَّدٍ	muHam~ad_1	مُحَمَّدـ1	noun_prop	muHam~ad	Muhammad;Mohamed	H.m.d	ح.م.د	mufaE~al	مُفَعَّل	1580	497303	788346	2226315
EakArapK	عَكارَةٍ	EakArap_1	عَكارَةـ1	noun	EakAr	sediment;dregs	E.k.r	ع.ك.ر	faEAlap	فَعالَة	4	23	9006	1521812
AiEotamada	اِعْتَمَدَ	{iEotamad_1	ٱِعْتَمَدـ1	verb	{iEotamad	depend;rely_(on)	E.m.d	ع.م.د	{ifotaEal	ٱِفْتَعَل	10750	104543	367063	2156523
Almurotad~api	المُرْتَدَّةِ	murotad~_1	مُرْتَدّـ1	noun	murotad~	renegade;apostate	r.d.d	ر.د.د	mufotaE~	مُفْتَعّ	2921	18186	154405	53502
tuboEiduhu	تُبْعِدُهُ	>aboEad_1	أَبْعَدـ1	verb	boEid	remove;expel	b.E.d	ب.ع.د	>afoEal	أَفْعَل	572	24880	2004428	2460356
AlmunAfasapi	المُنافَسَةِ	munAfasap_1	مُنافَسَةـ1	noun	munAfas	competition;rivalry	n.f.s	ن.ف.س	mufAEalap	مُفاعَلَة	23154	55962	803590	2858540
mitorAF	مِتْراً	mitor_1	مِتْرـ1	noun	mitor	meter	m.t.r	م.ت.ر	fiEol	فِعْل	32774	117500	117500	2840982
AlHArisi	الحارِسِ	HAris_1	حارِسـ1	noun	HAris	vigilant;sentry;guard;keeper;goal-keeper	H.r.s	ح.ر.س	fAEil	فاعِل	22991	83576	141158	6244614
Alhadafa	الهَدَفَ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	37855	399977	562377	6231039
>arosala	أَرْسَلَ	>arosal_1	أَرْسَلـ1	verb	>arosal	send;transmit	r.s.l	ر.س.ل	>afoEal	أَفْعَل	9942	80542	463184	2460356
kAmili	كامِلِ	kAmil_1	كامِلـ1	adj	kAmil	complete;full;integral	k.m.l	ك.م.ل	fAEil	فاعِل	6730	229981	461624	6244614
mu$AbihapK	مُشابِهَةٍ	mu$Abih_1	مُشابِهـ1	adj	mu$Abih	similar	$.b.h	ش.ب.ه	mufAEil	مُفاعِل	6223	14862	134718	1484898
faAisotaqar~at	فَاِسْتَقَرَّت	{isotaqar~_1	ٱِسْتَقَرّـ1	verb	{isotaqar~	settle_down;be_stabilized	q.r.r	ق.ر.ر	{isotafaE~	ٱِسْتَفَعّ	231	22671	1744500	172435
mudar~ibu	مُدَرِّبُ	mudar~ib_1	مُدَرِّبـ1	noun	mudar~ib	trainer;coach;instructor	d.r.b	د.ر.ب	mufaE~il	مُفَعِّل	24695	113305	257716	847858
jamiyl	جَمِيل	jamiyl_3	جَمِيلـ3	noun_prop	jamiyl	Jameel;Jamil;Gameel	j.m.l	ج.م.ل	faEiyl	فَعِيل	23146	24390	239704	6533870
>akoram	أَكْرَم	>akoram_3	أَكْرَمـ3	noun_prop	>akoram	Akram	k.r.m	ك.ر.م	>afoEal	أَفْعَل	7062	11512	229936	2460356
>afolata	أَفْلَتَ	>afolat_1	أَفْلَتـ1	verb	>afolat	escape;release	f.l.t	ف.ل.ت	>afoEal	أَفْعَل	79	4505	15483	2460356
muhan~ad	مُهَنَّد	muhan~ad_2	مُهَنَّدـ2	noun_prop	muhan~ad	Muhannad;Mohannad	h.n.d	ه.ن.د	mufaE~al	مُفَعَّل	1684	2614	188485	2226315
raqAbapi	رَقابَةِ	raqAbap_1	رَقابَةـ1	noun	raqAb	censorship;surveillance	r.q.b	ر.ق.ب	faEAlap	فَعالَة	2127	49785	285584	1521812
difAEi	دِفاعِ	difAE_1	دِفاعـ1	noun	difAE	defense	d.f.E	د.ف.ع	fiEAl	فِعال	11291	343746	711415	4333985
waAinofarada	وَاِنْفَرَدَ	{inofarad_1	ٱِنْفَرَدـ1	verb	{inofarad	be_isolated;be_alone;stand_apart	f.r.d	ف.ر.د	{inofaEal	ٱِنْفَعَل	3028	13907	215870	394583
wasaj~ala	وَسَجَّلَ	saj~al_1	سَجَّلـ1	verb	saj~al	register;record;inscribe	s.j.l	س.ج.ل	faE~al	فَعَّل	70706	315277	475128	4031261
Alhadafu	الهَدَفُ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	18766	399977	562377	6231039
rakolapi	رَكْلَةِ	rakol_1	رَكْلـ1	noun	rakol	kick;shot	r.k.l	ر.ك.ل	faEol	فَعْل	21674	40974	40974	14268861
daqiyqatayoni	دَقِيقَتَيْنِ	daqiyqap_1	دَقِيقَةـ1	noun	daqiyq	minute	d.q.q	د.ق.ق	faEiylap	فَعِيلَة	4743	225487	328048	2557723
Earoqalapi	عَرْقَلَةِ	Earoqalap_1	عَرْقَلَةـ1	noun	Earoqal	obstructing;impeding	E.r.q.l	ع.ر.ق.ل	faEolalap	فَعْلَلَة	7358	18187	31642	238416
lAEibuhu	لاعِبُهُ	lAEib_1	لاعِبـ1	noun	lAEib	player;athlete	l.E.b	ل.ع.ب	fAEil	فاعِل	879	248564	389979	6244614
HAzimK	حازِمٍ	HAzim_1	حازِمـ1	adj	HAzim	resolute	H.z.m	ح.ز.م	fAEil	فاعِل	9516	18946	37131	6244614
HarobAF	حَرْباً	Harob_1	حَرْبـ1	noun	Harob	war;warfare	H.r.b	ح.ر.ب	faEol	فَعْل	17618	591597	682349	14268861
wa>aHoraza	وَأَحْرَزَ	>aHoraz_1	أَحْرَزـ1	verb	>aHoraz	gain;win;preserve	H.r.z	ح.ر.ز	>afoEal	أَفْعَل	5591	82145	86128	2460356
hadafa	هَدَفَ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	35900	399977	562377	6231039
saj~aluwA	سَجَّلُوا	saj~al_1	سَجَّلـ1	verb	saj~al	register;record;inscribe	s.j.l	س.ج.ل	faE~al	فَعَّل	2107	315277	475128	4031261
Almudar~ibu	المُدَرِّبُ	mudar~ib_1	مُدَرِّبـ1	noun	mudar~ib	trainer;coach;instructor	d.r.b	د.ر.ب	mufaE~il	مُفَعِّل	13156	113305	257716	847858
*ahAbAF	ذَهاباً	*ahAb_1	ذَهابـ1	noun	*ahAb	going;departure	*.h.b	ذ.ه.ب	faEAl	فَعال	18872	65694	212066	3203401
AlmutaSad~iru	المُتَصَدِّرُ	mutaSad~ir_1	مُتَصَدِّرـ1	adj	mutaSad~ir	presiding;leading;heading	S.d.r	ص.د.ر	mutafaE~il	مُتَفَعِّل	7460	32332	928417	760741
TuEomap	طُعْمَة	TuEomap_1	طُعْمَةـ1	noun	TuEom	food;piece_of_bread	T.E.m	ط.ع.م	fuEolap	فُعْلَة	3251	3389	63308	2077406
Alhadafayoni	الهَدَفَيْنِ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	4569	399977	562377	6231039
tamoriyratayoni	تَمْرِيرَتَيْنِ	tamoriyrap_1	تَمْرِيرَةـ1	noun	tamoriyr	pass_(ball,_in_sports)	m.r.r	م.ر.ر	tafoEiylap	تَفْعِيلَة	4	24279	696367	90345
All~aTiyf	اللَّطِيف	laTiyf_2	لَطِيفـ2	noun_prop	laTiyf	Latif;Lateef	l.T.f	ل.ط.ف	faEiyl	فَعِيل	9672	13658	32078	6533870
Alhad~Afiyna	الهَدّافِينَ	had~Af_1	هَدّافـ1	noun	had~Af	sharpshooter	h.d.f	ه.د.ف	faE~Al	فَعّال	7087	25216	562377	1085004
rakolapa	رَكْلَةَ	rakol_1	رَكْلـ1	noun	rakol	kick;shot	r.k.l	ر.ك.ل	faEol	فَعْل	3726	40974	40974	14268861
Sad~ahA	صَدَّها	Sad~_1	صَدّـ1	noun	Sad~	resistance;deterrence;rejection	S.d.d	ص.د.د	faE~	فَعّ	484	7890	102200	1659289
qaloba	قَلْبَ	qalob_1	قَلْبـ1	noun	qalob	overthrowing;toppling	q.l.b	ق.ل.ب	faEol	فَعْل	3974	94917	186099	14268861
SuboHiy	صُبْحِي	SuboHiy_1	صُبْحِيـ1	noun_prop	SuboHiy	Subhi;Sobhi	S.b.H	ص.ب.ح	fuEoliy	فُعْلِي	6230	6913	557647	68529
maHal~a	مَحَلَّ	maHal~_1	مَحَلّـ1	noun	maHal~	place;location	H.l.l	ح.ل.ل	mafaE~	مَفَعّ	29494	65856	1043099	264036
Alkariym	الكَرِيم	kariym_1	كَرِيمـ1	noun_prop	kariym	Kareem;Karim	k.r.m	ك.ر.م	faEiyl	فَعِيل	11007	33250	229936	6533870
fADil	فاضِل	fADil_2	فاضِلـ2	noun_prop	fADil	Fadil	f.D.l	ف.ض.ل	fAEil	فاعِل	12224	14448	225300	6244614
liTarodi	لِطَرْدِ	Tarod_1	طَرْدـ1	noun	Tarod	expulsion;dismissal;kicking_out	T.r.d	ط.ر.د	faEol	فَعْل	2130	43768	81730	14268861
AlHakami	الحَكَمِ	Hakam_2	حَكَمـ2	noun	Hakam	arbiter;referee	H.k.m	ح.ك.م	faEal	فَعَل	5360	38942	1923216	6231039
jamAl	جَمال	jamAl_1	جَمالـ1	noun_prop	jamAl	Jamal;Gamal	j.m.l	ج.م.ل	faEAl	فَعال	40252	47835	239704	3203401
Al$~ariyf	الشَّرِيف	$ariyf_1	شَرِيفـ1	noun_prop	$ariyf	Sharif	$.r.f	ش.ر.ف	faEiyl	فَعِيل	12610	30346	256502	6533870
litaEam~udihi	لِتَعَمُّدِهِ	taEam~ud_1	تَعَمُّدـ1	noun	taEam~ud	intention;premeditation	E.m.d	ع.م.د	tafaE~ul	تَفَعُّل	297	2647	367063	1328652
xaSomihi	خَصْمِهِ	xaSom_1	خَصْمـ1	noun	xaSom	adversary	x.S.m	خ.ص.م	faEol	فَعْل	3773	17427	21090	14268861
Almunofaridi	المُنْفَرِدِ	munofarid_1	مُنْفَرِدـ1	adj	munofarid	detached;isolated;alone	f.r.d	ف.ر.د	munofaEil	مُنْفَعِل	3364	21530	215870	113623
daqiyqapK	دَقِيقَةٍ	daqiyqap_1	دَقِيقَةـ1	noun	daqiyq	minute	d.q.q	د.ق.ق	faEiylap	فَعِيلَة	13011	225487	328048	2557723
>afosadahu	أَفْسَدَهُ	>afosad_1	أَفْسَدـ1	verb	>afosad	spoil;corrupt	f.s.d	ف.س.د	>afoEal	أَفْعَل	124	5751	76743	2460356
fa>aHoraza	فَأَحْرَزَ	>aHoraz_1	أَحْرَزـ1	verb	>aHoraz	gain;win;preserve	H.r.z	ح.ر.ز	>afoEal	أَفْعَل	231	82145	86128	2460356
saj~ala	سَجَّلَ	saj~al_1	سَجَّلـ1	verb	saj~al	register;record;inscribe	s.j.l	س.ج.ل	faE~al	فَعَّل	101599	315277	475128	4031261
Eam~Ar	عَمّار	Eam~Ar_1	عَمّارـ1	noun_prop	Eam~Ar	Ammar	E.m.r	ع.م.ر	faE~Al	فَعّال	19223	21392	410639	1085004
hadafi	هَدَفِ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	16051	399977	562377	6231039
wataqad~ama	وَتَقَدَّمَ	taqad~am_1	تَقَدَّمـ1	verb	taqad~am	present;advance	q.d.m	ق.د.م	tafaE~al	تَفَعَّل	21591	142399	1344030	1974161
linizAr	لِنِزار	nizAr_1	نِزارـ1	noun_prop	nizAr	Nizar	n.z.r	ن.ز.ر	fiEAl	فِعال	304	13850	14796	4333985
AlmurAqibi	المُراقِبِ	murAqib_1	مُراقِبـ1	noun	murAqib	observer;inspector	r.q.b	ر.ق.ب	mufAEil	مُفاعِل	1619	82127	285584	1484898
tamoriyrapK	تَمْرِيرَةٍ	tamoriyrap_1	تَمْرِيرَةـ1	noun	tamoriyr	pass_(ball,_in_sports)	m.r.r	م.ر.ر	tafoEiylap	تَفْعِيلَة	13461	24279	696367	90345
fayoSal	فَيْصَل	fayoSal_1	فَيْصَلـ1	noun_prop	fayoSal	Faisal;Faysal;Feisal	f.S.l	ف.ص.ل	fayoEal	فَيْعَل	29807	47753	367184	146444
gAlib	غالِب	gAlib_1	غالِبـ1	noun	gAlib	winner;victorious	g.l.b	غ.ل.ب	fAEil	فاعِل	2107	12950	102413	6244614
marofuwEapK	مَرْفُوعَةٍ	marofuwE_1	مَرْفُوعـ1	adj	marofuwE	lifted;raised;hoisted	r.f.E	ر.ف.ع	mafoEuwl	مَفْعُول	752	5731	362721	2279318
taEAdala	تَعادَلَ	taEAdal_1	تَعادَلـ1	verb	taEAdal	be_balanced;be_equitable;tie	E.d.l	ع.د.ل	tafAEal	تَفاعَل	39036	75036	690684	480292
liljihAdi	لِلجِهادِ	jihAd_2	جِهادـ2	noun_prop	jihAd	Jihad	j.h.d	ج.ه.د	fiEAl	فِعال	47	41142	126332	4333985
>aHoraza	أَحْرَزَ	>aHoraz_1	أَحْرَزـ1	verb	>aHoraz	gain;win;preserve	H.r.z	ح.ر.ز	>afoEal	أَفْعَل	25190	82145	86128	2460356
maH~iy	مَحِّي	maH~_1	مَحّـ1	noun	maH~	threadbare;shabby	m.H.H	م.ح.ح	faE~	فَعّ	138	2515	2622	1659289
HimoSa	حِمْصَ	HimoS_1	حِمْصـ1	noun_prop	HimoS	Homs_(Syr.)	H.m.S	ح.م.ص	fiEol	فِعْل	3019	5135	11856	2840982
AlkarAmapu	الكَرامَةُ	karAmap_1	كَرامَةـ1	noun	karAm	dignity;generosity	k.r.m	ك.ر.م	faEAlap	فَعالَة	3666	43744	229936	1521812
bihadafK	بِهَدَفٍ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	7554	399977	562377	6231039
liEiz~at	لِعِزَّت	Eiz~at_1	عِزَّتـ1	noun_prop	Eiz~at	Izzat;Ezzat	E.z.z	ع.ز.ز	fiE~at	فِعَّت	43	7483	411024	7483
tufoliHo	تُفْلِحْ	>afolaH_1	أَفْلَحـ1	verb	foliH	succeed;prosper;thrive	f.l.H	ف.ل.ح	>afoEal	أَفْعَل	2363	6437	32312	2460356
Alhujuwmiy~api	الهُجُومِيَّةِ	hujuwmiy~_1	هُجُومِيّـ1	adj	hujuwmiy~	offensive;attack;assault	h.j.m	ه.ج.م	fuEuwliy~	فُعُولِيّ	3485	12925	375149	310684
taEodiyli	تَعْدِيلِ	taEodiyl_1	تَعْدِيلـ1	noun	taEodiyl	adjustment;change;modification;amendment	E.d.l	ع.د.ل	tafoEiyl	تَفْعِيل	25384	131510	690684	6264512
Aln~atiyjapi	النَّتِيجَةِ	natiyjap_1	نَتِيجَةـ1	noun	natiyj	result;consequence	n.t.j	ن.ت.ج	faEiylap	فَعِيلَة	14409	212838	619360	2557723
AlmuHAfaZapi	المُحافَظَةِ	muHAfaZap_1	مُحافَظَةـ1	noun	muHAfaZ	protection	H.f.Z	ح.ف.ظ	mufAEalap	مُفاعَلَة	21839	91822	493231	2858540
naZiyfapK	نَظِيفَةٍ	naZiyf_1	نَظِيفـ1	adj	naZiyf	clean;tidy	n.Z.f	ن.ظ.ف	faEiyl	فَعِيل	6955	23309	44438	6533870
AlkavAfapi	الكَثافَةِ	kavAfap_1	كَثافَةـ1	noun	kavAf	density;compactness	k.v.f	ك.ث.ف	faEAlap	فَعالَة	2816	18806	100684	1521812
Ald~ifAEiy~api	الدِّفاعِيَّةِ	difAEiy~_1	دِفاعِيّـ1	adj	difAEiy~	defensive;protective	d.f.E	د.ف.ع	fiEAliy~	فِعالِيّ	9854	27271	711415	1328347
AlHimoSiy~	الحِمْصِيّ	HimoSiy~_1	حِمْصِيّـ1	noun_prop	HimoSiy~	Himsi	H.m.S	ح.م.ص	fiEoliy~	فِعْلِيّ	3616	6083	11856	1165647
HusAm	حُسام	HusAm_1	حُسامـ1	noun_prop	HusAm	Husam	H.s.m	ح.س.م	fuEAl	فُعال	11475	13924	91368	363775
HArisi	حارِسِ	HAris_1	حارِسـ1	noun	HAris	vigilant;sentry;guard;keeper;goal-keeper	H.r.s	ح.ر.س	fAEil	فاعِل	7161	83576	141158	6244614
HiT~iyn	حِطِّين	HiT~iyn_1	حِطِّينـ1	noun_prop	HiT~iyn	Hittin	H.T.T	ح.ط.ط	fiE~iyn	فِعِّين	6229	7523	163974	7523
mutaqad~imapK	مُتَقَدِّمَةٍ	mutaqad~im_1	مُتَقَدِّمـ1	adj	mutaqad~im	advanced;developed	q.d.m	ق.د.م	mutafaE~il	مُتَفَعِّل	7933	51157	1344030	760741
lAEibu	لاعِبُ	lAEib_1	لاعِبـ1	noun	lAEib	player;athlete	l.E.b	ل.ع.ب	fAEil	فاعِل	15564	248564	389979	6244614
Aln~ASir	النّاصِر	nASir_1	ناصِرـ1	noun_prop	nASir	Nasser;Nasir	n.S.r	ن.ص.ر	fAEil	فاعِل	10810	48181	434873	6244614
taSad~aY	تَصَدَّى	taSad~aY_1	تَصَدَّىـ1	verb	taSad~aY	resist;confront	S.d.d	ص.د.د	tafaE~aY	تَفَعَّى	4468	18330	102200	18330
biSadorihi	بِصَدْرِهِ	Sador_1	صَدْرـ1	noun	Sador	chest;bosom	S.d.r	ص.د.ر	faEol	فَعْل	494	45374	928417	14268861
hadafAF	هَدَفاً	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	34085	399977	562377	6231039
waEaz~aza	وَعَزَّزَ	Eaz~az_1	عَزَّزـ1	verb	Eaz~az	strengthen;reinforce	E.z.z	ع.ز.ز	faE~al	فَعَّل	4752	57570	411024	4031261
AlHur~iy~api	الحُرِّيَّةِ	Hur~iy~ap_1	حُرِّيَّةـ1	noun	Hur~iy~	freedom	H.r.r	ح.ر.ر	fuE~iy~ap	فُعِّيَّة	46335	230929	882125	282740
SadArapi	صَدارَةِ	SadArap_1	صَدارَةـ1	noun	SadAr	chairmanship;precedence	S.d.r	ص.د.ر	faEAlap	فَعالَة	10073	53856	928417	1521812
raSiydahu	رَصِيدَهُ	raSiyd_1	رَصِيدـ1	noun	raSiyd	funds;stock;inventory	r.S.d	ر.ص.د	faEiyl	فَعِيل	18307	92443	119575	6533870
lilAEibi	لِلاعِبِ	lAEib_1	لاعِبـ1	noun	lAEib	player;athlete	l.E.b	ل.ع.ب	fAEil	فاعِل	2359	248564	389979	6244614
liEabod	لِعَبْد	Eabod_1	عَبْدـ1	noun_prop	Eabod	Abd	E.b.d	ع.ب.د	faEol	فَعْل	1739	305928	401956	14268861
